 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"110001 Alta Floresta D'Oeste";110;118;107;335
"110040 Alto Paraíso";-;25;29;54
"110034 Alvorada D'Oeste";62;79;89;230
"110002 Ariquemes";481;449;470;1400
"110003 Cabixi";15;19;22;56
"110060 Cacaulândia";-;5;6;11
"110004 Cacoal";375;301;323;999
"110070 Campo Novo de Rondônia";-;16;32;48
"110080 Candeias do Jamari";-;-;2;2
"110090 Castanheiras";-;11;5;16
"110005 Cerejeiras";88;75;78;241
"110006 Colorado do Oeste";104;103;119;326
"110007 Corumbiara";-;6;20;26
"110008 Costa Marques";53;59;49;161
"110009 Espigão D'Oeste";59;46;72;177
"110100 Governador Jorge Teixeira";-;15;29;44
"110010 Guajará-Mirim";140;136;213;489
"110110 Itapuã do Oeste";-;3;4;7
"110011 Jaru";295;290;402;987
"110012 Ji-Paraná";555;569;820;1944
"110013 Machadinho D'Oeste";78;71;97;246
"110120 Ministro Andreazza";-;6;8;14
"110130 Mirante da Serra";1;7;11;19
"110140 Monte Negro";-;14;37;51
"110014 Nova Brasilândia D'Oeste";22;7;17;46
"110033 Nova Mamoré";15;30;35;80
"110050 Novo Horizonte do Oeste";-;11;14;25
"110015 Ouro Preto do Oeste";267;239;253;759
"110018 Pimenta Bueno";169;173;212;554
"110020 Porto Velho";1248;1242;852;3342
"110025 Presidente Médici";99;101;184;384
"110026 Rio Crespo";-;4;6;10
"110028 Rolim de Moura";208;224;222;654
"110029 Santa Luzia D'Oeste";37;39;40;116
"110032 São Miguel do Guaporé";50;8;32;90
"110150 Seringueiras";-;9;44;53
"110160 Theobroma";-;6;10;16
"110170 Urupá";-;14;18;32
"110180 Vale do Paraíso";-;19;40;59
"110030 Vilhena";221;214;279;714
"110000 Município ignorado - RO";61;5;12;78
"120001 Acrelândia";5;5;5;15
"120005 Assis Brasil";9;2;4;15
"120010 Brasiléia";79;85;74;238
"120013 Bujari";4;3;7;14
"120017 Capixaba";4;-;4;8
"120020 Cruzeiro do Sul";323;370;315;1008
"120025 Epitaciolândia";20;28;22;70
"120030 Feijó";59;86;68;213
"120033 Mâncio Lima";3;4;12;19
"120034 Manoel Urbano";1;4;8;13
"120035 Marechal Thaumaturgo";2;1;4;7
"120038 Plácido de Castro";34;26;60;120
"120080 Porto Acre";3;1;3;7
"120039 Porto Walter";1;1;2;4
"120040 Rio Branco";1416;1465;1429;4310
"120042 Rodrigues Alves";6;1;2;9
"120043 Santa Rosa do Purus";1;-;4;5
"120050 Sena Madureira";96;98;82;276
"120045 Senador Guiomard";9;3;9;21
"120060 Tarauacá";37;62;28;127
"120070 Xapuri";33;45;41;119
"120000 Município ignorado - AC";-;-;1;1
"130002 Alvarães";2;2;5;9
"130006 Amaturá";1;-;1;2
"130008 Anamã";1;-;1;2
"130010 Anori";1;2;10;13
"130014 Apuí";1;16;34;51
"130020 Atalaia do Norte";-;18;14;32
"130030 Autazes";1;2;23;26
"130040 Barcelos";11;1;6;18
"130050 Barreirinha";5;2;4;11
"130060 Benjamin Constant";1;24;5;30
"130063 Beruri";16;16;12;44
"130068 Boa Vista do Ramos";9;9;12;30
"130070 Boca do Acre";38;38;52;128
"130080 Borba";2;1;3;6
"130083 Caapiranga";2;1;1;4
"130090 Canutama";16;13;20;49
"130100 Carauari";43;82;102;227
"130110 Careiro";8;12;27;47
"130115 Careiro da Várzea";2;6;9;17
"130120 Coari";58;52;53;163
"130130 Codajás";17;37;43;97
"130140 Eirunepé";8;-;1;9
"130150 Envira";10;34;40;84
"130160 Fonte Boa";1;-;-;1
"130165 Guajará";-;11;21;32
"130170 Humaitá";89;78;97;264
"130180 Ipixuna";20;10;5;35
"130185 Iranduba";10;12;22;44
"130190 Itacoatiara";319;322;271;912
"130195 Itamarati";1;10;8;19
"130200 Itapiranga";14;18;18;50
"130210 Japurá";1;-;1;2
"130220 Juruá";-;6;-;6
"130230 Jutaí";1;-;3;4
"130240 Lábrea";165;138;102;405
"130250 Manacapuru";129;126;167;422
"130255 Manaquiri";2;9;1;12
"130260 Manaus";5897;6377;6469;18743
"130270 Manicoré";1;22;49;72
"130280 Maraã";1;7;3;11
"130290 Maués";134;134;113;381
"130300 Nhamundá";73;56;42;171
"130310 Nova Olinda do Norte";8;2;5;15
"130320 Novo Airão";-;1;3;4
"130330 Novo Aripuanã";6;40;30;76
"130340 Parintins";239;278;246;763
"130350 Pauini";3;-;2;5
"130353 Presidente Figueiredo";2;10;8;20
"130356 Rio Preto da Eva";1;5;7;13
"130360 Santa Isabel do Rio Negro";-;2;8;10
"130370 Santo Antônio do Içá";-;1;1;2
"130380 São Gabriel da Cachoeira";67;39;73;179
"130390 São Paulo de Olivença";32;29;37;98
"130395 São Sebastião do Uatumã";-;1;5;6
"130400 Silves";6;1;7;14
"130406 Tabatinga";83;94;66;243
"130410 Tapauá";6;19;13;38
"130420 Tefé";107;122;76;305
"130423 Tonantins";-;2;1;3
"130426 Uarini";3;5;2;10
"130430 Urucará";1;8;8;17
"130440 Urucurituba";23;40;3;66
"130000 Município ignorado - AM";65;-;2;67
"140005 Alto Alegre";12;13;32;57
"140010 Boa Vista";684;828;786;2298
"140015 Bonfim";12;17;27;56
"140020 Caracaraí";18;35;30;83
"140030 Mucajaí";24;13;34;71
"140040 Normandia";6;8;21;35
"140050 São João da Baliza";19;10;12;41
"140060 São Luiz";8;8;22;38
"140000 Município ignorado - RR";-;3;3;6
"150010 Abaetetuba";447;481;429;1357
"150013 Abel Figueiredo";3;10;1;14
"150020 Acará";17;23;25;65
"150030 Afuá";29;29;13;71
"150034 Água Azul do Norte";3;7;6;16
"150040 Alenquer";139;100;122;361
"150050 Almeirim";12;6;10;28
"150060 Altamira";307;369;398;1074
"150070 Anajás";8;5;9;22
"150080 Ananindeua";1346;1357;1446;4149
"150090 Augusto Corrêa";4;57;69;130
"150095 Aurora do Pará";17;35;19;71
"150100 Aveiro";13;9;4;26
"150110 Bagre";27;18;30;75
"150120 Baião";36;63;44;143
"150130 Barcarena";63;50;54;167
"150140 Belém";5969;6278;6288;18535
"150150 Benevides";65;33;35;133
"150157 Bom Jesus do Tocantins";18;12;2;32
"150160 Bonito";23;19;14;56
"150170 Bragança";228;289;307;824
"150172 Brasil Novo";23;26;35;84
"150175 Brejo Grande do Araguaia";9;14;13;36
"150178 Breu Branco";18;11;14;43
"150180 Breves";217;266;239;722
"150190 Bujaru";41;30;35;106
"150200 Cachoeira do Arari";46;32;39;117
"150210 Cametá";369;327;56;752
"150220 Capanema";268;222;236;726
"150230 Capitão Poço";88;129;121;338
"150240 Castanhal";652;622;614;1888
"150250 Chaves";15;-;3;18
"150260 Colares";51;42;33;126
"150270 Conceição do Araguaia";90;67;111;268
"150275 Concórdia do Pará";41;64;45;150
"150276 Cumaru do Norte";14;1;2;17
"150277 Curionópolis";41;39;15;95
"150280 Curralinho";26;37;35;98
"150290 Curuçá";71;79;60;210
"150293 Dom Eliseu";51;34;42;127
"150295 Eldorado do Carajás";11;26;19;56
"150300 Faro";11;9;2;22
"150307 Garrafão do Norte";36;21;41;98
"150309 Goianésia do Pará";17;21;19;57
"150310 Gurupá";60;53;42;155
"150320 Igarapé-Açu";138;125;146;409
"150330 Igarapé-Miri";132;141;50;323
"150340 Inhangapi";32;21;29;82
"150345 Ipixuna do Pará";7;8;23;38
"150350 Irituia";68;49;39;156
"150360 Itaituba";345;415;67;827
"150370 Itupiranga";101;48;14;163
"150375 Jacareacanga";11;8;4;23
"150380 Jacundá";46;90;91;227
"150390 Juruti";78;71;47;196
"150400 Limoeiro do Ajuru";25;36;18;79
"150405 Mãe do Rio";89;125;97;311
"150410 Magalhães Barata";29;32;23;84
"150420 Marabá";377;241;569;1187
"150430 Maracanã";103;59;69;231
"150440 Marapanim";84;68;49;201
"150445 Medicilândia";50;40;28;118
"150450 Melgaço";33;7;17;57
"150460 Mocajuba";34;7;6;47
"150470 Moju";134;125;103;362
"150480 Monte Alegre";142;157;166;465
"150490 Muaná";63;89;74;226
"150495 Nova Esperança do Piriá";3;4;15;22
"150500 Nova Timboteua";38;45;39;122
"150503 Novo Progresso";5;1;-;6
"150506 Novo Repartimento";33;30;46;109
"150510 Óbidos";161;115;51;327
"150520 Oeiras do Pará";18;19;23;60
"150530 Oriximiná";195;188;165;548
"150540 Ourém";40;42;56;138
"150543 Ourilândia do Norte";15;30;11;56
"150548 Pacajá";47;43;30;120
"150549 Palestina do Pará";13;14;9;36
"150550 Paragominas";278;304;253;835
"150553 Parauapebas";117;142;137;396
"150555 Pau D'Arco";7;-;4;11
"150560 Peixe-Boi";9;7;9;25
"150570 Ponta de Pedras";43;64;45;152
"150580 Portel";84;78;64;226
"150590 Porto de Moz";25;31;45;101
"150600 Prainha";10;17;12;39
"150610 Primavera";88;92;94;274
"150613 Redenção";351;233;321;905
"150616 Rio Maria";83;70;79;232
"150618 Rondon do Pará";98;112;78;288
"150619 Rurópolis";56;61;61;178
"150620 Salinópolis";111;124;130;365
"150630 Salvaterra";56;57;48;161
"150635 Santa Bárbara do Pará";5;2;6;13
"150640 Santa Cruz do Arari";10;21;9;40
"150650 Santa Izabel do Pará";217;222;248;687
"150655 Santa Luzia do Pará";55;61;54;170
"150658 Santa Maria das Barreiras";10;16;14;40
"150660 Santa Maria do Pará";64;67;56;187
"150670 Santana do Araguaia";10;11;15;36
"150680 Santarém";1017;1126;984;3127
"150690 Santarém Novo";14;28;19;61
"150700 Santo Antônio do Tauá";50;56;56;162
"150710 São Caetano de Odivelas";52;64;44;160
"150715 São Domingos do Araguaia";12;10;6;28
"150720 São Domingos do Capim";30;42;35;107
"150730 São Félix do Xingu";68;40;42;150
"150740 São Francisco do Pará";28;36;34;98
"150745 São Geraldo do Araguaia";21;24;29;74
"150747 São João de Pirabas";53;70;64;187
"150750 São João do Araguaia";8;8;8;24
"150760 São Miguel do Guamá";48;66;82;196
"150770 São Sebastião da Boa Vista";28;63;56;147
"150780 Senador José Porfírio";14;15;10;39
"150790 Soure";131;136;115;382
"150795 Tailândia";55;64;36;155
"150796 Terra Alta";6;22;6;34
"150797 Terra Santa";52;38;50;140
"150800 Tomé-Açu";63;28;76;167
"150805 Trairão";4;1;-;5
"150808 Tucumã";51;37;36;124
"150810 Tucuruí";229;134;191;554
"150812 Ulianópolis";10;2;18;30
"150815 Uruará";60;55;50;165
"150820 Vigia";182;183;174;539
"150830 Viseu";13;16;11;40
"150835 Vitória do Xingu";15;12;18;45
"150840 Xinguara";102;82;102;286
"150000 Município ignorado - PA";13;5;12;30
"160010 Amapá";4;18;6;28
"160020 Calçoene";8;7;6;21
"160021 Cutias";1;2;-;3
"160023 Ferreira Gomes";2;8;4;14
"160025 Itaubal";2;-;2;4
"160027 Laranjal do Jari";23;4;1;28
"160030 Macapá";988;1083;1183;3254
"160040 Mazagão";9;13;12;34
"160050 Oiapoque";1;19;12;32
"160015 Pedra Branca do Amapari";1;9;5;15
"160053 Porto Grande";12;17;24;53
"160055 Pracuúba";-;2;1;3
"160060 Santana";175;266;247;688
"160005 Serra do Navio";6;24;6;36
"160070 Tartarugalzinho";2;2;3;7
"160000 Município ignorado - AP";1;-;-;1
"170025 Abreulândia";1;-;1;2
"170035 Aliança do Tocantins";13;28;29;70
"170040 Almas";13;6;6;25
"170070 Alvorada";46;38;51;135
"170100 Ananás";22;17;26;65
"170105 Angico";6;2;4;12
"170110 Aparecida do Rio Negro";3;-;7;10
"170130 Aragominas";5;8;8;21
"170190 Araguacema";13;6;29;48
"170200 Araguaçu";11;34;34;79
"170210 Araguaína";436;538;505;1479
"170215 Araguanã";3;2;2;7
"170220 Araguatins";70;26;70;166
"170230 Arapoema";25;34;41;100
"170240 Arraias";20;15;16;51
"170255 Augustinópolis";40;35;58;133
"170270 Aurora do Tocantins";14;6;8;28
"170290 Axixá do Tocantins";18;10;16;44
"170300 Babaçulândia";14;13;13;40
"170310 Barrolândia";11;4;18;33
"170320 Bernardo Sayão";5;6;4;15
"170330 Bom Jesus do Tocantins";1;2;7;10
"170360 Brasilândia do Tocantins";-;2;5;7
"170370 Brejinho de Nazaré";22;25;24;71
"170380 Buriti do Tocantins";12;7;7;26
"170382 Cachoeirinha";3;2;6;11
"170386 Cariri do Tocantins";2;4;12;18
"170388 Carmolândia";3;2;5;10
"170389 Carrasco Bonito";6;8;3;17
"170390 Caseara";8;3;9;20
"170410 Centenário";3;3;1;7
"170550 Colinas do Tocantins";81;103;124;308
"171670 Colméia";42;20;39;101
"170555 Combinado";6;5;14;25
"170560 Conceição do Tocantins";4;4;-;8
"170600 Couto Magalhães";4;15;9;28
"170610 Cristalândia";29;23;30;82
"170650 Darcinópolis";1;1;3;5
"170700 Dianópolis";27;7;7;41
"170710 Divinópolis do Tocantins";6;3;3;12
"170720 Dois Irmãos do Tocantins";16;11;20;47
"170730 Dueré";9;10;14;33
"170740 Esperantina";10;4;9;23
"170755 Fátima";8;12;15;35
"170765 Figueirópolis";36;21;25;82
"170770 Filadélfia";34;36;26;96
"170820 Formoso do Araguaia";46;48;50;144
"170825 Fortaleza do Tabocão";3;-;3;6
"170830 Goianorte";2;6;8;16
"170900 Goiatins";31;32;36;99
"170930 Guaraí";63;62;42;167
"170950 Gurupi";354;306;311;971
"171050 Itacajá";11;19;24;54
"171070 Itaguatins";13;1;3;17
"171090 Itapiratins";4;5;1;10
"171110 Itaporã do Tocantins";13;11;12;36
"171150 Jaú do Tocantins";2;6;1;9
"171180 Juarina";-;3;2;5
"171190 Lagoa da Confusão";8;6;8;22
"171195 Lagoa do Tocantins";-;1;1;2
"171200 Lajeado";-;-;1;1
"171240 Lizarda";4;6;2;12
"171250 Marianópolis do Tocantins";10;1;3;14
"171270 Mateiros";-;2;-;2
"171280 Maurilândia do Tocantins";6;3;-;9
"171320 Miracema do Tocantins";61;36;66;163
"171330 Miranorte";29;4;31;64
"171360 Monte do Carmo";27;15;15;57
"171395 Muricilândia";4;2;15;21
"171420 Natividade";58;42;32;132
"171430 Nazaré";41;17;10;68
"171488 Nova Olinda";5;4;15;24
"171500 Nova Rosalândia";6;1;9;16
"171510 Novo Acordo";13;10;4;27
"171515 Novo Alegre";-;2;3;5
"171525 Novo Jardim";2;-;-;2
"172100 Palmas";103;165;202;470
"171570 Palmeirante";8;6;3;17
"171380 Palmeiras do Tocantins";5;6;5;16
"171575 Palmeirópolis";34;38;19;91
"171610 Paraíso do Tocantins";133;25;117;275
"171620 Paranã";23;5;42;70
"171630 Pau D'Arco";9;11;18;38
"171650 Pedro Afonso";22;18;33;73
"171660 Peixe";42;42;43;127
"171665 Pequizeiro";7;5;12;24
"171700 Pindorama do Tocantins";19;8;13;40
"171720 Piraquê";3;2;3;8
"171750 Pium";4;4;8;16
"171780 Ponte Alta do Bom Jesus";3;1;12;16
"171790 Ponte Alta do Tocantins";17;20;22;59
"171800 Porto Alegre do Tocantins";3;-;5;8
"171820 Porto Nacional";230;252;240;722
"171830 Praia Norte";13;8;13;34
"171840 Presidente Kennedy";10;7;11;28
"171850 Recursolândia";1;1;1;3
"171855 Riachinho";3;-;3;6
"171865 Rio da Conceição";1;-;1;2
"171870 Rio dos Bois";3;5;2;10
"171875 Rio Sono";8;8;4;20
"171880 Sampaio";6;8;21;35
"171884 Sandolândia";-;3;11;14
"171886 Santa Fé do Araguaia";5;9;5;19
"171888 Santa Maria do Tocantins";2;1;4;7
"171890 Santa Rosa do Tocantins";13;6;4;23
"171900 Santa Tereza do Tocantins";5;4;7;16
"172010 São Bento do Tocantins";3;1;5;9
"172015 São Félix do Tocantins";3;2;-;5
"172020 São Miguel do Tocantins";13;20;1;34
"172025 São Salvador do Tocantins";1;3;1;5
"172030 São Sebastião do Tocantins";3;3;5;11
"172049 São Valério";10;9;21;40
"172065 Silvanópolis";16;15;17;48
"172080 Sítio Novo do Tocantins";23;15;14;52
"172085 Sucupira";-;6;1;7
"172090 Taguatinga";19;28;41;88
"172093 Taipas do Tocantins";1;-;-;1
"172110 Tocantínia";16;15;15;46
"172120 Tocantinópolis";107;92;80;279
"172130 Tupiratins";2;2;3;7
"172208 Wanderlândia";34;17;9;60
"172210 Xambioá";63;71;87;221
"170000 Município ignorado - TO";15;29;22;66
"210005 Açailândia";276;363;299;938
"210010 Afonso Cunha";9;-;-;9
"210020 Alcântara";43;5;6;54
"210030 Aldeias Altas";46;71;56;173
"210040 Altamira do Maranhão";61;36;17;114
"210050 Alto Parnaíba";2;2;3;7
"210060 Amarante do Maranhão";51;46;50;147
"210070 Anajatuba";53;4;12;69
"210080 Anapurus";38;16;23;77
"210090 Araioses";129;101;10;240
"210095 Arame";41;23;16;80
"210100 Arari";40;7;6;53
"210110 Axixá";47;45;26;118
"210120 Bacabal";378;269;287;934
"210130 Bacuri";2;2;4;8
"210140 Balsas";97;149;108;354
"210150 Barão de Grajaú";60;53;16;129
"210160 Barra do Corda";181;185;197;563
"210170 Barreirinhas";86;105;82;273
"210180 Benedito Leite";26;2;1;29
"210190 Bequimão";88;86;-;174
"210200 Bom Jardim";61;73;149;283
"210210 Brejo";119;109;129;357
"210220 Buriti";69;112;88;269
"210230 Buriti Bravo";94;8;13;115
"210240 Cajapió";29;-;4;33
"210250 Cajari";13;4;7;24
"210260 Cândido Mendes";29;3;6;38
"210270 Cantanhede";25;28;2;55
"210280 Carolina";77;18;11;106
"210290 Carutapera";75;81;16;172
"210300 Caxias";366;270;525;1161
"210310 Cedral";10;2;1;13
"210320 Chapadinha";182;187;132;501
"210330 Codó";305;316;324;945
"210340 Coelho Neto";89;61;16;166
"210350 Colinas";151;96;127;374
"210360 Coroatá";208;209;212;629
"210370 Cururupu";5;34;47;86
"210380 Dom Pedro";64;40;49;153
"210390 Duque Bacelar";14;13;17;44
"210400 Esperantinópolis";124;107;83;314
"210405 Estreito";53;7;41;101
"210410 Fortaleza dos Nogueiras";33;19;30;82
"210420 Fortuna";65;30;37;132
"210430 Godofredo Viana";24;7;6;37
"210440 Gonçalves Dias";38;49;1;88
"210450 Governador Archer";32;5;-;37
"210460 Governador Eugênio Barros";17;30;19;66
"210470 Graça Aranha";9;-;15;24
"210480 Grajaú";118;121;105;344
"210490 Guimarães";2;-;1;3
"210500 Humberto de Campos";31;27;29;87
"210510 Icatu";40;31;7;78
"210520 Igarapé Grande";46;46;35;127
"210530 Imperatriz";829;540;782;2151
"210540 Itapecuru Mirim";67;70;28;165
"210550 João Lisboa";96;14;52;162
"210560 Joselândia";17;4;14;35
"210570 Lago da Pedra";47;69;45;161
"210580 Lago do Junco";7;5;2;14
"210590 Lago Verde";10;1;8;19
"210600 Lima Campos";30;9;5;44
"210610 Loreto";35;2;17;54
"210620 Luís Domingues";31;3;13;47
"210630 Magalhães de Almeida";28;21;27;76
"210640 Mata Roma";28;27;36;91
"210650 Matinha";30;4;8;42
"210660 Matões";29;4;2;35
"210670 Mirador";43;39;40;122
"210675 Miranda do Norte";26;4;4;34
"210680 Mirinzal";4;2;1;7
"210690 Monção";77;45;5;127
"210700 Montes Altos";47;5;7;59
"210710 Morros";38;43;36;117
"210720 Nina Rodrigues";22;18;20;60
"210730 Nova Iorque";3;4;-;7
"210740 Olho d'Água das Cunhãs";32;23;18;73
"210750 Paço do Lumiar";156;159;108;423
"210760 Palmeirândia";34;49;38;121
"210770 Paraibano";35;47;36;118
"210780 Parnarama";60;3;7;70
"210790 Passagem Franca";76;25;1;102
"210800 Pastos Bons";35;46;29;110
"210810 Paulo Ramos";50;43;2;95
"210820 Pedreiras";179;173;146;498
"210830 Penalva";21;6;3;30
"210840 Peri Mirim";34;7;8;49
"210850 Pindaré-Mirim";56;5;9;70
"210860 Pinheiro";252;244;247;743
"210870 Pio XII";59;39;55;153
"210880 Pirapemas";8;4;34;46
"210890 Poção de Pedras";37;75;69;181
"210900 Porto Franco";68;105;90;263
"210910 Presidente Dutra";120;83;100;303
"210920 Presidente Juscelino";6;12;2;20
"210930 Presidente Vargas";21;9;7;37
"210940 Primeira Cruz";27;35;28;90
"210950 Riachão";75;76;45;196
"210960 Rosário";111;115;143;369
"210970 Sambaíba";23;-;-;23
"210980 Santa Helena";15;25;43;83
"210990 Santa Inês";147;96;73;316
"211000 Santa Luzia";201;241;231;673
"211003 Santa Luzia do Paruá";62;57;71;190
"211010 Santa Quitéria do Maranhão";25;41;43;109
"211020 Santa Rita";31;55;37;123
"211030 Santo Antônio dos Lopes";70;18;1;89
"211040 São Benedito do Rio Preto";25;27;21;73
"211050 São Bento";110;122;109;341
"211060 São Bernardo";53;53;57;163
"211070 São Domingos do Maranhão";66;69;49;184
"211080 São Félix de Balsas";15;1;-;16
"211090 São Francisco do Maranhão";5;34;25;64
"211100 São João Batista";24;9;5;38
"211110 São João dos Patos";61;60;89;210
"211120 São José de Ribamar";177;204;139;520
"211130 São Luís";3883;3980;4205;12068
"211140 São Luís Gonzaga do Maranhão";50;72;81;203
"211150 São Mateus do Maranhão";65;56;46;167
"211160 São Raimundo das Mangabeiras";38;34;34;106
"211170 São Vicente Ferrer";22;3;2;27
"211180 Sítio Novo";30;21;21;72
"211190 Sucupira do Norte";8;8;13;29
"211200 Tasso Fragoso";3;2;1;6
"211210 Timbiras";36;45;47;128
"211220 Timon";485;380;421;1286
"211230 Tuntum";24;2;26;52
"211240 Turiaçu";8;5;5;18
"211250 Tutóia";137;114;133;384
"211260 Urbano Santos";74;62;45;181
"211270 Vargem Grande";59;70;67;196
"211280 Viana";107;122;88;317
"211290 Vitória do Mearim";128;162;219;509
"211300 Vitorino Freire";66;82;71;219
"211400 Zé Doca";52;15;17;84
"210000 Município ignorado - MA";15;6;122;143
"220010 Agricolândia";23;37;12;72
"220020 Água Branca";58;65;49;172
"220025 Alagoinha do Piauí";23;32;22;77
"220027 Alegrete do Piauí";5;-;18;23
"220030 Alto Longá";24;1;4;29
"220040 Altos";146;135;87;368
"220050 Amarante";69;57;52;178
"220060 Angical do Piauí";36;20;44;100
"220070 Anísio de Abreu";5;2;-;7
"220080 Antônio Almeida";14;7;8;29
"220090 Aroazes";24;10;20;54
"220100 Arraial";29;39;25;93
"220110 Avelino Lopes";2;-;-;2
"220120 Barras";170;206;143;519
"220130 Barreiras do Piauí";3;2;1;6
"220140 Barro Duro";13;30;21;64
"220150 Batalha";85;91;74;250
"220160 Beneditinos";2;7;1;10
"220170 Bertolínia";25;26;18;69
"220180 Bocaina";1;-;1;2
"220190 Bom Jesus";36;45;15;96
"220191 Bom Princípio do Piauí";11;-;7;18
"220196 Brasileira";10;15;21;46
"220200 Buriti dos Lopes";95;116;64;275
"220202 Buriti dos Montes";2;-;1;3
"220205 Cabeceiras do Piauí";16;6;26;48
"220209 Caldeirão Grande do Piauí";3;1;-;4
"220210 Campinas do Piauí";1;4;3;8
"220220 Campo Maior";295;326;266;887
"220225 Canavieira";2;-;5;7
"220230 Canto do Buriti";92;81;87;260
"220240 Capitão de Campos";26;8;48;82
"220250 Caracol";2;-;1;3
"220260 Castelo do Piauí";18;26;33;77
"220270 Cocal";86;78;62;226
"220273 Coivaras";10;1;8;19
"220275 Colônia do Gurguéia";4;17;17;38
"220277 Colônia do Piauí";18;11;11;40
"220280 Conceição do Canindé";48;48;38;134
"220290 Corrente";51;57;34;142
"220300 Cristalândia do Piauí";-;3;1;4
"220310 Cristino Castro";4;16;1;21
"220320 Curimatá";27;33;29;89
"220330 Demerval Lobão";8;24;10;42
"220340 Dom Expedito Lopes";6;-;1;7
"220345 Dom Inocêncio";-;-;1;1
"220342 Domingos Mourão";19;19;17;55
"220350 Elesbão Veloso";71;50;82;203
"220360 Eliseu Martins";11;11;12;34
"220370 Esperantina";133;146;127;406
"220380 Flores do Piauí";7;1;5;13
"220390 Floriano";242;242;234;718
"220400 Francinópolis";13;10;27;50
"220410 Francisco Ayres";23;23;19;65
"220420 Francisco Santos";22;18;22;62
"220430 Fronteiras";13;7;11;31
"220440 Gilbués";10;4;5;19
"220450 Guadalupe";29;37;28;94
"220460 Hugo Napoleão";13;16;15;44
"220470 Inhuma";32;54;58;144
"220480 Ipiranga do Piauí";8;3;2;13
"220490 Isaías Coelho";6;2;-;8
"220500 Itainópolis";16;21;16;53
"220510 Itaueira";41;34;34;109
"220515 Jacobina do Piauí";11;23;11;45
"220520 Jaicós";9;2;9;20
"220525 Jardim do Mulato";6;11;3;20
"220530 Jerumenha";3;13;20;36
"220540 Joaquim Pires";34;17;53;104
"220550 José de Freitas";81;89;41;211
"220555 Lagoa Alegre";-;3;23;26
"220556 Lagoa do Barro do Piauí";2;-;1;3
"220560 Landri Sales";27;22;28;77
"220570 Luís Correia";87;97;83;267
"220580 Luzilândia";149;134;120;403
"220590 Manoel Emídio";14;15;17;46
"220600 Marcos Parente";18;11;21;50
"220610 Matias Olímpio";57;47;39;143
"220620 Miguel Alves";17;25;7;49
"220630 Miguel Leão";2;2;1;5
"220640 Monsenhor Gil";14;21;14;49
"220650 Monsenhor Hipólito";33;44;29;106
"220660 Monte Alegre do Piauí";26;11;2;39
"220670 Nazaré do Piauí";36;34;22;92
"220680 Nossa Senhora dos Remédios";24;19;16;59
"220690 Novo Oriente do Piauí";2;1;4;7
"220700 Oeiras";220;212;199;631
"220720 Padre Marcos";12;8;5;25
"220730 Paes Landim";6;4;7;17
"220740 Palmeira do Piauí";18;8;2;28
"220750 Palmeirais";43;28;21;92
"220760 Parnaguá";6;1;1;8
"220770 Parnaíba";556;580;489;1625
"220775 Passagem Franca do Piauí";-;8;7;15
"220777 Patos do Piauí";-;-;3;3
"220780 Paulistana";119;126;91;336
"220790 Pedro II";8;5;19;32
"220800 Picos";346;313;238;897
"220810 Pimenteiras";12;36;46;94
"220820 Pio IX";68;63;61;192
"220830 Piracuruca";131;94;129;354
"220840 Piripiri";301;300;260;861
"220850 Porto";22;19;24;65
"220860 Prata do Piauí";-;1;-;1
"220865 Queimada Nova";24;23;23;70
"220870 Redenção do Gurguéia";2;1;-;3
"220880 Regeneração";84;64;70;218
"220890 Ribeiro Gonçalves";8;4;-;12
"220900 Rio Grande do Piauí";24;26;27;77
"220910 Santa Cruz do Piauí";9;6;-;15
"220915 Santa Cruz dos Milagres";1;2;8;11
"220920 Santa Filomena";5;3;9;17
"220930 Santa Luz";42;2;-;44
"220937 Santa Rosa do Piauí";24;11;21;56
"220935 Santana do Piauí";12;5;6;23
"220940 Santo Antônio de Lisboa";5;-;-;5
"220950 Santo Inácio do Piauí";43;24;16;83
"220955 São Braz do Piauí";1;-;-;1
"220960 São Félix do Piauí";3;2;3;8
"220970 São Francisco do Piauí";9;10;3;22
"220980 São Gonçalo do Piauí";20;13;4;37
"220985 São João da Canabrava";28;24;25;77
"220990 São João da Serra";26;21;10;57
"221000 São João do Piauí";76;84;61;221
"221005 São José do Divino";11;11;-;22
"221010 São José do Peixe";12;5;1;18
"221020 São José do Piauí";27;18;23;68
"221030 São Julião";6;-;-;6
"221035 São Lourenço do Piauí";2;-;-;2
"221040 São Miguel do Tapuio";41;43;56;140
"221050 São Pedro do Piauí";64;74;39;177
"221060 São Raimundo Nonato";2;3;3;8
"221065 Sigefredo Pacheco";12;9;23;44
"221070 Simões";16;16;5;37
"221080 Simplício Mendes";54;44;36;134
"221090 Socorro do Piauí";13;1;2;16
"221100 Teresina";2781;2641;2743;8165
"221110 União";11;13;11;35
"221120 Uruçuí";58;59;26;143
"221130 Valença do Piauí";61;100;93;254
"221135 Várzea Branca";-;-;1;1
"221140 Várzea Grande";27;35;33;95
"220000 Município ignorado - PI";17;3;16;36
"230010 Abaiara";8;35;37;80
"230015 Acarape";29;24;28;81
"230020 Acaraú";218;223;186;627
"230030 Acopiara";259;349;273;881
"230040 Aiuaba";36;30;36;102
"230050 Alcântaras";56;61;52;169
"230060 Altaneira";16;26;16;58
